comment_id,stakeholder,provision_reference,date,comment_text,sentiment_label,cleaned,predicted_sentiment
318,NGO,Clause 5,2024-04-08,Inside business everything church physical even black challenge air dream bring election. This change is beneficial and should be welcomed.,Positive,inside business everything church physical even black challenge air dream bring election change beneficial welcomed,POSITIVE
319,Individual,Section 5,2024-03-19,Free blood issue or network serious then. This change is beneficial and should be welcomed.,Positive,free blood issue network serious change beneficial welcomed,POSITIVE
320,Consultant,Section 6,2024-02-27,Red way point girl school keep grow prevent fill. This change is beneficial and should be welcomed.,Positive,red way point girl school keep grow prevent fill change beneficial welcomed,POSITIVE
321,Individual,Section 13,2024-07-11,Order into rise enjoy hard international business ask purpose. It has both advantages and drawbacks depending on context.,Neutral,order rise enjoy hard international business ask purpose advantages drawbacks depending context,NEGATIVE
322,Company,Section 19,2024-08-11,Mother he foot Democrat information other wait. This clause will create difficulties and must be reconsidered.,Negative,mother foot democrat information wait clause create difficulties must reconsidered,NEGATIVE
323,Consultant,Section 3,2024-04-05,Amount old decision that perhaps force left vote on environment style. This clause will create difficulties and must be reconsidered.,Negative,amount old decision perhaps force left vote environment style clause create difficulties must reconsidered,NEGATIVE
324,Consultant,Section 18,2024-04-06,Improve animal Republican possible keep to drug likely sea media best. It has both advantages and drawbacks depending on context.,Neutral,improve animal republican possible keep drug likely sea media best advantages drawbacks depending context,NEGATIVE
325,Company,Section 17,2024-02-25,Level goal travel white still though popular three not once floor. This change is beneficial and should be welcomed.,Positive,level goal travel white still though popular three floor change beneficial welcomed,POSITIVE
326,Auditor,Section 12,2024-04-30,Threat address then effort star partner news blood clearly exactly expect open. This clause will create difficulties and must be reconsidered.,Negative,threat address effort star partner news blood clearly exactly expect open clause create difficulties must reconsidered,NEGATIVE
327,NGO,Section 7,2024-04-02,Fear many realize available discussion him chance southern this property. It has both advantages and drawbacks depending on context.,Neutral,fear many realize available discussion chance southern property advantages drawbacks depending context,NEGATIVE
328,NGO,Overall Draft,2024-05-14,Answer force someone entire end word statement we weight plan evening political direction seem cost bring. This clause will create difficulties and must be reconsidered.,Negative,answer force someone entire end word statement weight plan evening political direction seem cost bring clause create difficulties must reconsidered,NEGATIVE
329,Regulator,Clause 2,2024-07-22,Media cover decade total Mr responsibility page say learn. It has both advantages and drawbacks depending on context.,Neutral,media cover decade total mr responsibility page say learn advantages drawbacks depending context,NEGATIVE
330,NGO,Section 10,2024-01-26,Open company hospital system describe never themselves. This change is beneficial and should be welcomed.,Positive,open company hospital system describe never change beneficial welcomed,NEGATIVE
331,Regulator,Section 20,2024-01-19,Fear ground close size road chance newspaper science ok act need once watch then market charge. It has both advantages and drawbacks depending on context.,Neutral,fear ground close size road chance newspaper science ok act need watch market charge advantages drawbacks depending context,NEGATIVE
332,Consultant,Section 18,2024-07-02,Shake eat key myself point yourself send firm may organization. It has both advantages and drawbacks depending on context.,Neutral,shake eat key point send firm may organization advantages drawbacks depending context,NEGATIVE
333,NGO,Clause 5,2024-05-14,Any region administration environmental student exist safe town likely energy sometimes certainly water worry exist sea. This clause will create difficulties and must be reconsidered.,Negative,region administration environmental student exist safe town likely energy sometimes certainly water worry exist sea clause create difficulties must reconsidered,NEGATIVE
